order_id,customer_id,product_id,quantity,order_date,unit_price,total_price
35,484,B0C7RBZLHM,3,2026-03-05,115.99,347.96999999999997
36,635,B0C6HPX837,3,2026-01-31,789.99,2369.9700000000003
37,251,B0B1NTNL9G,4,2025-04-21,5.99,23.96
38,936,B086TD1PLJ,3,2025-08-24,39.99,119.97
39,685,B0BSF9S71T,2,2025-07-16,18.62,37.24
40,106,B0C427WGZR,5,2025-09-20,10.07,50.35
41,522,B0BDL3TXZK,5,2026-01-08,37.95,189.75
42,358,B008OVNP68,2,2025-09-15,19.4,38.8
43,166,B0721KQ7LR,3,2025-11-24,10.64,31.92
44,465,B0C69YGBCH,2,2026-03-24,43.99,87.98
45,509,B01N2UNU4L,3,2026-01-07,19.99,59.97
46,174,B08CVRV4T2,2,2025-11-15,650.0,1300.0
47,790,B08XNXL8ST,5,2025-07-06,7.99,39.95
48,546,B09ZVK99NL,4,2026-03-20,70.23,280.92
49,432,B0BWWXBKFH,1,2025-11-10,9.99,9.99
50,767,B0CCL22NST,5,2026-02-25,20.11,100.55
51,606,B07DPT4DJ1,1,2025-06-19,32.53,32.53
52,120,B0CJ99FBG4,1,2025-03-30,26.99,26.99
53,860,B09XS6TFJB,1,2025-08-11,22.91,22.91
54,902,B0BNJ6LHWB,2,2026-03-20,12.99,25.98
55,111,B0CGDCX1W2,5,2025-09-15,5.8,29.0
56,50,B0834PSH26,3,2025-08-07,19.99,59.97
57,311,B08P5LKR46,2,2025-12-07,99.79,199.58
58,659,B07SQTNKCD,3,2026-01-05,13.99,41.97
59,798,B08SJ1L4CD,4,2025-12-30,3.99,15.96
60,463,B00C0DIBHO,5,2025-12-17,28.66,143.3
61,281,B0BTCPL4ZX,3,2025-10-24,18.99,56.97
62,470,B0BKVYVZTN,1,2026-01-21,28.69,28.69
63,423,B0CFQ9V4DX,2,2025-07-05,118.39,236.78
64,335,B098QLV42R,5,2025-10-09,9.99,49.95
65,260,B09NNQYVLM,4,2025-06-18,15.96,63.84
66,270,B0CFY9GD4T,1,2025-10-27,3.37,3.37
67,306,B0CKLCQT37,4,2025-08-29,12.99,51.96
68,84,B082MKK2NV,4,2025-06-02,1.39,5.56
69,846,B079M24ZGD,5,2025-06-15,64.95,324.75
70,850,B0871NWGZR,4,2025-10-14,450.0,1800.0
71,33,B0CJTXKBWV,2,2025-11-13,11.37,22.74
72,619,B0BF9PFPQL,5,2026-01-17,9.99,49.95
73,235,B0C53RKK2W,2,2025-11-25,4.84,9.68
74,758,B079ZVS2P1,3,2025-08-23,12.09,36.269999999999996
75,233,B0C1GB4SSF,2,2025-08-11,57.99,115.98
76,661,B0BS71RLLG,3,2025-04-19,54.95,164.85000000000002
77,201,B0CJ9R6KHQ,4,2025-04-21,15.79,63.16
78,245,B0CFQG48RQ,1,2026-02-21,15.52,15.52
79,130,B0CFLNB5JP,2,2025-11-21,18.69,37.38
80,103,B0CF2H4RG9,4,2025-09-30,10.49,41.96
81,965,B01LXOJZJ9,5,2025-07-15,16.55,82.75
82,79,B0BGQK7HMF,4,2025-08-18,11.58,46.32
83,893,B0CKH4629Y,2,2026-03-07,15.99,31.98
84,955,B08H8WSS42,2,2025-07-23,14.95,29.9
85,940,B0BQGB4GLN,2,2025-10-20,17.72,35.44
86,487,B006H1MO2I,2,2025-03-30,14.42,28.84
87,790,B079LD8LZD,2,2026-02-28,9.95,19.9
88,831,B09K7ZGSCV,4,2026-02-13,14.19,56.76
89,192,B0BNXM7Z3S,2,2025-04-15,15.73,31.46
90,546,B0CJLPKL8Y,4,2025-09-06,52.69,210.76
91,64,B0CBJZYSTS,1,2025-10-16,5.39,5.39
92,686,B09MFYGTTT,2,2025-10-02,171.99,343.98
93,191,B0C7LHH3MY,1,2025-07-20,11.26,11.26
94,840,B09MTYSZN9,4,2026-03-07,17.99,71.96
95,713,B0CHS5KT1W,2,2026-03-16,12.39,24.78
96,484,B09KYDWT93,1,2025-09-18,179.9,179.9
97,635,B003MY16HM,1,2026-01-30,83.46,83.46
98,109,B0C7QXH9N6,1,2025-11-08,435.59,435.59
99,586,B0BK9PL47R,5,2026-02-16,40.43,202.15
100,287,B0CCXLR4Z8,3,2025-08-27,1200.0,3600.0
101,645,B0CF29SRJ6,4,2026-02-07,26.67,106.68
102,583,B07KQF165L,1,2025-07-12,125.95,125.95
103,420,B07FRVTGPJ,3,2025-10-03,13.68,41.04
104,281,B087QLPP5P,5,2025-05-05,21.95,109.75
105,395,B09GL2TMP8,3,2026-02-17,7.99,23.97
106,390,B0C55DGXXB,5,2025-05-06,42.99,214.95000000000002
107,615,B0C7LGZ31N,4,2025-10-22,75.0,300.0
108,149,B0B9MLG4G4,5,2025-12-27,9.73,48.650000000000006
109,401,B09MHX3SJW,4,2026-01-21,23.99,95.96
110,575,B0B4C4NXZL,3,2025-09-02,6.25,18.75
111,226,B0C994NMH1,4,2026-01-03,830.19,3320.76
112,340,B0CJPN581H,5,2025-08-05,19.79,98.94999999999999
113,890,B0C1G5KF5V,2,2025-05-02,1592.89,3185.78
114,578,B0CFXSN9YF,5,2026-03-10,967.99,4839.95
115,345,B09SF8TF1X,4,2025-11-06,5.99,23.96
116,362,B0CKRGZ2YC,4,2026-01-23,3.53,14.12
117,56,B0BN51V2WS,1,2025-09-06,82.51,82.51
118,474,B09QL2VCSL,1,2025-04-17,38.67,38.67
119,366,B0CKHDY3NX,5,2025-12-09,8.89,44.45
120,96,B0CJJNTYK9,3,2026-02-15,51.12,153.35999999999999
121,208,B0C2GMN2WX,2,2025-11-03,109.99,219.98
122,190,B0C3Z86XL2,2,2026-01-06,7.79,15.58
123,369,B08PSQ1L6S,3,2025-11-10,12.99,38.97
124,38,B0C8MP2HL8,3,2025-10-29,58.22,174.66
125,13,B0C3LH8FZW,4,2025-08-21,968.99,3875.96
126,103,B0719PD561,2,2025-06-01,12.59,25.18
127,68,B08CQCVKSV,2,2025-07-31,10.59,21.18
128,440,B0CFV666BD,3,2025-08-26,7.61,22.830000000000002
129,494,B09XV89BBK,1,2025-06-04,13.99,13.99
130,857,B07BM1VZWR,1,2026-03-12,4.35,4.35
131,118,B0CDM5H56S,5,2025-11-13,12.81,64.05
132,901,B0CBXBPJFP,2,2025-09-10,10.99,21.98
133,647,B0BLZPRZXZ,3,2025-08-31,23.16,69.48
134,237,B0C8HS744Y,1,2025-08-10,289.99,289.99
135,653,B0C9QZKXYH,4,2025-11-07,91.33,365.32
136,467,B0CF2LGX77,3,2025-06-26,31.85,95.55000000000001
137,340,B0CC7KX5PF,4,2026-01-16,279.03,1116.12
138,4,B0135I308M,1,2025-10-27,68.89,68.89
139,169,B0CK2DRKZL,2,2025-04-27,20.99,41.98
140,783,B0CC8NHW1Y,1,2025-04-18,9.99,9.99
141,588,B0BXJFYZYZ,3,2025-06-13,13.13,39.39
142,749,B0CBPH2KD9,1,2025-11-28,166.69,166.69
143,950,B0C2GP19ZZ,5,2025-09-19,35.99,179.95000000000002
144,251,B0794Y6SPY,4,2026-01-28,68.99,275.96
145,973,B0BM95C6KJ,5,2025-06-27,15.23,76.15
146,181,B09TYH3XZZ,2,2025-04-11,4.6,9.2
147,307,B0B4V5ZB62,5,2025-05-18,71.1,355.5
148,52,B06XGBVF62,4,2025-03-28,16.51,66.04
149,427,B07FZMD92Y,1,2025-06-05,12.5,12.5
150,923,B0CCCHR3GJ,5,2025-07-21,54.89,274.45
151,123,B0CGHN6LJN,3,2025-04-15,82.99,248.96999999999997
152,464,B0BBVMZKYR,5,2025-09-21,12.99,64.95
153,296,B07GTT2F9Y,2,2025-04-04,20.0,40.0
154,945,B0813YGZTC,2,2026-03-02,50.74,101.48
155,349,1788242548,3,2025-07-23,3.49,10.47
156,506,B0CFPQK9M8,4,2025-05-19,21.94,87.76
157,461,B09TQ31XTD,2,2025-09-23,150.98,301.96
158,425,B0C4TKZWBL,1,2026-01-14,0.51,0.51
159,421,B0CFPXG2RK,2,2025-06-15,58.3,116.6
160,555,B0BRCMFV9F,3,2025-08-05,7.06,21.18
161,495,B0BTPXQ1M2,1,2026-03-24,9.99,9.99
162,938,B0CK6T881K,2,2026-01-25,19.35,38.7
163,58,B0CDWB8S8Q,1,2025-05-24,4.59,4.59
164,319,B0BQW7JMJY,1,2025-06-11,21.0,21.0
165,315,B0CH3HLGPC,5,2026-03-06,680.79,3403.95
166,806,B0CKRJ356L,3,2025-04-18,6.37,19.11
167,223,B09S172QCF,5,2025-11-11,5.99,29.950000000000003
168,861,B01MSQEDQD,4,2025-12-13,47.4,189.6
169,654,B09B1VRFKJ,5,2025-06-09,51.7,258.5
170,784,B0B42GV9SW,1,2026-02-13,12.74,12.74
171,576,B0C9M6QTKK,3,2026-02-06,13.99,41.97
172,413,B09FGJBFJM,4,2026-01-04,12.49,49.96
173,793,B08J2Y2RK4,1,2025-03-26,19.95,19.95
174,170,B08MBFDWBP,4,2025-11-23,33.99,135.96
175,530,B0C6J86VDK,3,2026-01-03,17.18,51.54
176,372,B08FXH1HR3,4,2025-05-16,209.47,837.88
177,346,B0C8HZC4LT,1,2025-05-12,177.99,177.99
178,156,B08RBJ95GP,2,2025-11-01,27.66,55.32
179,404,B07F5YK2VC,5,2025-05-25,19.99,99.94999999999999
180,882,B0C2HVLSX2,2,2025-10-04,10.82,21.64
181,767,B097CBKNRC,5,2025-07-13,123.19,615.95
182,310,B09JJZ1VYD,4,2025-04-11,52.92,211.68
183,699,B0768RS2SB,2,2025-05-09,22.99,45.98
184,317,B08HX3YM13,1,2025-07-02,2.99,2.99
185,824,B08TGNDTT2,5,2025-12-07,58.0,290.0
186,906,B0C1VFN4D6,4,2025-05-23,147.61,590.44
187,124,B09T3CMWY6,1,2025-09-28,55.44,55.44
188,718,B075D8B4T8,4,2025-07-10,21.53,86.12
189,970,B0CCVFGH8V,5,2025-12-02,10.91,54.55
190,404,B0CJ871JPF,1,2026-02-14,8.29,8.29
191,555,B0CD47M7VP,4,2025-04-28,23.99,95.96
192,91,B08JQBG65T,1,2025-07-10,7.99,7.99
193,42,B083PTWKGW,4,2025-10-24,6.99,27.96
194,641,B0B28NBCZ9,2,2026-02-22,16.77,33.54
195,201,B0BHPM1KC8,5,2025-04-08,9.99,49.95
196,67,B001DJ15KG,4,2025-08-15,15.6,62.4
197,274,B0BL2D1DXS,2,2025-12-27,29.06,58.12
198,758,B09XXCMKBT,1,2025-12-16,18.99,18.99
199,245,B0CBLV7T6G,3,2025-10-01,139.99,419.97
200,910,B0B3TNQR4N,1,2025-09-12,14.99,14.99
201,504,B0BKTHL4GG,3,2025-09-11,86.1,258.29999999999995
202,697,B08NXP7Z3K,4,2025-11-27,14.0,56.0
203,346,B07R9MMVNY,5,2026-03-07,103.98,519.9
204,962,B06X9RX4R5,2,2025-05-27,5.0,10.0
205,583,B089DKRLSB,2,2025-06-19,158.26,316.52
206,481,B071D5KNJL,1,2025-08-28,16.94,16.94
207,924,0786967145,4,2025-11-30,25.98,103.92
208,276,B0B2RQ8XXZ,5,2025-09-03,14.99,74.95
209,715,B0BGS2GC1R,5,2025-06-13,369.99,1849.95
210,768,B01CYOE69A,5,2025-12-28,25.55,127.75
211,13,B0947GH81L,2,2025-11-19,8.99,17.98
212,890,B0CHMBZZBM,2,2026-02-23,33.99,67.98
213,290,B0C2JF19Q5,1,2025-05-29,6.53,6.53
214,840,B09ZPZB88H,1,2026-01-12,22.49,22.49
215,995,B078PKCRVF,4,2026-03-05,15.99,63.96
216,233,B081Z68C9H,1,2026-03-07,14.99,14.99
217,871,B08Y8MFPS4,2,2025-11-19,6.99,13.98
218,605,B0C59H66XF,1,2025-06-01,8.9,8.9
219,385,B07YX1F1FG,3,2026-02-14,22.95,68.85
220,214,B0BNZ8KTM9,3,2025-05-05,10.0,30.0
221,163,B0CFRGTCVK,3,2025-12-28,10.37,31.11
222,923,B09LHRFF19,5,2025-12-28,124.99,624.9499999999999
223,509,B0B2KW9YB9,5,2025-10-21,21.68,108.4
224,246,B09QX4DJ49,3,2025-12-23,56.51,169.53
225,95,B0CKLYPRYK,3,2025-12-24,21.0,63.0
226,571,B01EKPRE1I,5,2025-07-27,8.99,44.95
227,422,B0BBVM1N9W,1,2025-09-11,11.37,11.37
228,635,B073P5FMPJ,1,2025-05-16,32.99,32.99
229,363,B0C6DHLNQ1,1,2026-02-03,17.88,17.88
230,528,B0CKFFYTWJ,2,2026-02-17,7.99,15.98
231,588,B0B3HM9W69,4,2025-10-05,57.51,230.04
232,339,B07SQW45WK,2,2025-07-28,32.92,65.84
233,236,B0CDVFXJV8,1,2025-04-28,13.33,13.33
234,754,B07MZPZLDL,1,2025-12-05,14.99,14.99
235,166,B0CCH87HV7,5,2025-08-31,24.09,120.45
236,888,B00GO6UR4S,5,2025-04-25,7.96,39.8
237,959,B0BR5H6ST3,5,2025-03-27,11.99,59.95
238,804,B09JZVTTWX,5,2026-01-15,22.99,114.94999999999999
239,222,B09NC3964G,4,2026-01-07,7.99,31.96
240,768,B0CKRKVH1W,2,2025-10-29,12.67,25.34
241,206,B0CHBBNDR9,1,2026-03-15,23.0,23.0
242,198,B0C8MQT959,4,2025-08-13,10.89,43.56
243,648,B0CKRJRZJ9,3,2025-12-26,5.07,15.21
244,63,B0CD1WL53L,4,2026-03-17,5.24,20.96
245,7,B09S3WYMT8,3,2025-08-28,19.94,59.82000000000001
246,634,B0CCVQ8P7Z,5,2025-10-08,13.71,68.55000000000001
247,252,B07N8Q8YB9,2,2026-02-20,11.71,23.42
248,180,B0BXL36MTN,5,2025-08-24,7.99,39.95
249,28,B01E6YCAJE,1,2025-10-15,9.99,9.99
250,437,B075QFTSLQ,5,2025-11-01,7.99,39.95
251,269,B0C2JY5C97,5,2025-10-16,4.99,24.950000000000003
252,121,B0C9PF9QCQ,5,2025-09-17,215.99,1079.95
253,504,B0BDV68QB2,5,2025-09-24,55.22,276.1
254,196,B00EQ7TUOA,2,2026-01-23,38.99,77.98
255,811,B0BYJW9C5W,4,2025-09-26,41.29,165.16
256,565,B0C2Q83HKZ,1,2025-09-23,5.99,5.99
257,247,B08XYMP52H,3,2025-11-27,3.98,11.94
258,237,B074XG6MM1,1,2025-08-14,155.99,155.99
259,668,B09SQ1L23K,4,2025-11-20,16.99,67.96
260,305,B0CCBTPRQP,1,2025-04-23,110.21,110.21
261,8,B0CDC92L2K,3,2025-12-14,12.95,38.849999999999994
262,36,B08B5FXZQN,3,2025-07-20,3.99,11.97
263,996,B000H3RFXK,3,2026-02-20,4.27,12.809999999999999
264,230,B007X0X7E6,3,2025-08-25,17.99,53.97
265,162,B0C5CTHGXR,3,2025-08-28,2.19,6.57
266,142,B0B73G84R6,4,2026-02-01,203.47,813.88
267,752,B0BVKPCYWL,1,2025-08-29,22.89,22.89
268,504,B0CHR5D3CW,5,2026-02-24,24.92,124.60000000000001
269,940,B019B5FKCC,2,2026-03-08,10.91,21.82
270,892,B0B9GPCCWV,1,2025-08-21,12.98,12.98
271,123,B0BNHBTFX1,1,2026-02-03,12.99,12.99
272,983,B0CGZHQR5Q,4,2026-03-10,49.45,197.8
273,955,B0C8B2RC6W,5,2025-08-29,9.09,45.45
274,733,B09K67NWXB,5,2025-07-18,9.99,49.95
275,44,B0CJVDFXGR,5,2025-05-17,243.59,1217.95
276,283,B08MFMQZB9,3,2025-09-30,3.49,10.47
277,476,B0BGJGCWN5,2,2025-07-20,30.11,60.22
278,537,B074HDLMMN,1,2025-10-10,6.95,6.95
279,456,B0BZD8M5XL,3,2025-05-27,9.59,28.77
280,717,B08YYYFN99,1,2025-08-17,17.49,17.49
281,2,B0BRX313SG,5,2025-11-17,7.94,39.7
282,784,B0CJ9131L7,1,2026-03-01,231.99,231.99
283,364,B0C5Q6WYTH,3,2026-03-12,6.28,18.84
284,400,B0077PQGK4,3,2025-10-21,9.0,27.0
285,497,B0C2Z4XWRV,1,2025-10-30,9.89,9.89
286,948,B0C7Q458GM,2,2025-09-16,14.06,28.12
287,936,B098FBDYYX,2,2025-09-09,553.67,1107.34
288,345,B079VXLV5Q,5,2025-07-05,439.99,2199.95
289,87,B09TP8ZFC5,4,2025-11-05,12.99,51.96
290,91,B09MD981L6,4,2025-12-23,415.0,1660.0
291,562,B08GCVNQ68,2,2025-08-06,149.99,299.98
292,181,B07F2BZL15,4,2025-09-19,15.68,62.72
293,862,B09QPDK535,4,2025-04-13,220.93,883.72
294,941,B0BS3Z24DQ,4,2025-10-10,13.99,55.96
295,797,B07LH136FQ,5,2025-08-13,7.99,39.95
296,422,B0BBR294NQ,1,2025-12-08,8.99,8.99
297,547,B0CJFPCHTD,4,2025-11-03,32.58,130.32
298,221,B0918FB5G6,4,2025-04-01,15.97,63.88
299,743,B0B1VCDRC5,5,2025-05-10,15.55,77.75
300,713,B0CCSTJFBC,4,2026-03-19,15.79,63.16
301,460,B0BZCJTKHQ,4,2025-12-25,34.57,138.28
302,703,B09XRCLC7J,2,2025-07-06,21.0,42.0
303,462,B083RZKYN7,1,2025-12-20,29.95,29.95
304,994,B0CCVMJY8P,3,2025-05-24,17.99,53.97
305,347,B0CFFFKQRV,4,2025-08-24,8.06,32.24
306,766,B0BGJN6NTD,3,2025-04-16,122.09,366.27
307,465,B07L5YSTQ5,2,2025-10-21,6.43,12.86
308,54,B0BQZP3K1C,5,2026-01-02,44.99,224.95000000000002
309,521,B0BNLLCRNJ,5,2025-11-22,3.13,15.649999999999999
310,820,B0C13GFS74,1,2026-03-03,13.99,13.99
311,299,B07B3MSPDT,1,2025-10-02,14.9,14.9
312,77,B07HJD7DRQ,1,2026-01-17,8.99,8.99
313,235,B0CHRYH1T4,4,2026-02-24,464.99,1859.96
314,637,B0BGY8YSKN,1,2026-01-30,12.99,12.99
315,768,B09B5C7594,5,2025-08-29,3.66,18.3
316,320,B08LZQRR4L,3,2025-11-29,249.99,749.97
317,748,B01N6XLRFY,1,2025-06-28,38.62,38.62
318,555,B08T1LC1M1,1,2025-09-14,3.99,3.99
319,865,B08NYY83Z5,5,2025-07-12,37.99,189.95000000000002
320,486,B0B4T2PPSP,3,2025-10-05,14.99,44.97
321,325,B0C33K3J33,4,2025-06-09,725.04,2900.16
322,398,B09RD5ZC9R,5,2025-08-12,6.95,34.75
323,274,B0B2WN32GQ,4,2025-08-13,269.99,1079.96
324,917,B07BDP2PYS,4,2025-07-18,25.0,100.0
325,39,B0B4J1T3ZY,4,2026-02-25,762.99,3051.96
326,252,B0C8TZ87LR,2,2025-09-27,232.99,465.98
327,169,B0C5C4XXY9,4,2026-03-14,27.99,111.96
328,131,B0CGV6MP7P,2,2025-06-25,920.06,1840.12
329,276,B0C3BR3522,5,2025-10-12,239.5,1197.5
330,400,B0BBJN5JQ1,4,2025-12-04,7.25,29.0
331,564,B00MW4LQUA,1,2026-01-10,3.99,3.99
332,602,B09S2K4D98,1,2025-12-13,24.39,24.39
333,498,B082KBC2K4,5,2025-05-04,25.99,129.95
334,364,B0CJFTMDZG,4,2025-09-12,13.99,55.96
335,228,B0BQM41Y5M,4,2025-08-09,9.01,36.04
336,705,B0029SNLR0,4,2025-05-09,3.69,14.76
337,7,B0CGN95LVB,1,2025-11-09,30.0,30.0
338,252,B0B35XDV6Q,2,2025-04-24,31.7,63.4
339,52,B0C9YR6NF8,4,2025-04-13,28.35,113.4
340,270,B071D3P7JK,1,2025-07-12,44.47,44.47
341,821,B0CC9M5ZHH,2,2025-12-12,652.85,1305.7
342,579,B0CB79M7CM,1,2026-03-05,10.46,10.46
343,216,B0CHJWYL18,3,2025-05-18,36.0,108.0
344,89,B09776KM83,2,2026-02-18,111.0,222.0
345,751,B0CJFMJCZ9,4,2025-05-09,57.91,231.64
346,369,B0C7C87SJH,4,2025-04-26,11.99,47.96
347,584,B0CJK22DKT,1,2025-12-06,24.99,24.99
348,952,B09TB6C27T,4,2025-08-15,13.95,55.8
349,191,B0B571LD43,5,2025-03-27,35.54,177.7
350,592,B0BK99MPLB,2,2025-04-12,34.41,68.82
351,985,B0BX68KZ91,4,2025-10-31,50.79,203.16
352,492,B0BRLB5XTW,5,2025-09-27,6.19,30.950000000000003
353,403,B07PZW7ZRT,4,2025-07-23,7.0,28.0
354,253,B0B6PNJPYW,5,2025-04-22,14.99,74.95
355,803,B0C54XVCLY,2,2025-08-10,2.68,5.36
356,349,B09L57RF4H,4,2025-11-02,49.0,196.0
357,853,B075QVMBT9,2,2025-08-25,80.6,161.2
358,908,B0B93M3VP2,5,2025-12-05,25.99,129.95
359,292,B0B69C41SD,1,2025-08-04,199.0,199.0
360,730,B0C5DDF395,5,2026-02-11,15.99,79.95
361,965,B08D4GDJJ5,1,2025-04-18,8.99,8.99
362,935,B0C3L6ZWT5,3,2025-05-18,19.98,59.94
363,718,B0CFR5FJ8Y,5,2025-11-11,4.36,21.8
364,437,B09YY434MH,4,2025-05-11,18.99,75.96
365,769,B003UN1K1M,2,2025-05-16,11.97,23.94
366,250,B09KS33PH5,5,2025-03-26,5.99,29.950000000000003
367,434,B0CCP1M63Q,1,2025-09-27,11.99,11.99
368,800,B07XNXQCQV,5,2025-07-07,4.36,21.8
369,770,B0BHH2FP3M,1,2025-07-25,6.49,6.49
370,431,B07SZN3CB5,1,2025-11-11,14.99,14.99
371,708,B009B8SY9Q,5,2026-02-19,8.49,42.45
372,665,B0CFVBBHD2,1,2025-10-07,4.09,4.09
373,258,B0CFK1FJZV,2,2025-05-24,62.69,125.38
374,440,B0BZSS6J6T,3,2025-07-09,119.0,357.0
375,849,B07T7X956T,4,2025-09-12,24.99,99.96
376,878,B07C232K8V,5,2026-02-27,82.89,414.45
377,14,B09YXN9PSP,4,2026-02-01,9.99,39.96
378,845,B0CH32SWF5,1,2025-05-25,6.68,6.68
379,870,B09CYJQJ26,5,2025-12-28,11.06,55.300000000000004
380,479,B08S6WSTF7,3,2025-04-03,6.19,18.57
381,985,B092859HXW,5,2026-03-17,26.99,134.95
382,378,B0CCT4PWT5,3,2026-01-26,17.31,51.92999999999999
383,446,B0C74FFK9H,2,2025-08-09,9.03,18.06
384,877,B0CJPRYQTC,2,2026-02-14,32.07,64.14
385,370,B0B6DFJBBW,3,2025-09-11,3.79,11.370000000000001
386,794,B0CCVFSYHK,2,2026-02-24,36.73,73.46
387,574,B08B53WGWX,2,2025-12-29,39.99,79.98
388,907,B0CDRYZXQ4,1,2025-03-25,7.99,7.99
389,748,B07QXGWBBX,2,2025-07-26,9.99,19.98
390,58,B0B8DXL7Z6,3,2025-12-20,58.81,176.43
391,531,B0CFVBZB6B,2,2025-09-09,7.87,15.74
392,505,B0028ZG6C6,4,2025-12-01,3.26,13.04
393,475,B08QZ4H6Y4,2,2025-08-26,46.02,92.04
394,925,B08G5CZXWW,4,2026-02-10,2.5,10.0
395,519,B0B4S5P36K,4,2025-06-26,65.99,263.96
396,846,B00MGPH9BU,4,2025-05-15,11.49,45.96
397,968,B07Q5J5TNH,5,2025-09-07,14.99,74.95
398,897,B0BVWNXVJW,5,2025-04-15,36.0,180.0
399,954,B09G77XMN6,3,2025-12-07,39.99,119.97
400,305,B0CBM9SR3G,5,2025-11-04,74.5,372.5
401,846,B091Q3XHQB,2,2026-03-10,1083.98,2167.96
402,845,B0BW4C65S6,5,2025-12-15,34.99,174.95000000000002
403,680,B0C2RD1Z9W,3,2025-10-01,20.0,60.0
404,394,B09MTBGM88,1,2025-12-26,19.72,19.72
405,841,B09JZN8RS2,4,2026-01-20,364.79,1459.16
406,517,B0BN6MBWBL,1,2025-11-24,227.0,227.0
407,583,B0CB5PJZP3,3,2025-04-03,99.99,299.96999999999997
408,291,B095JWGBM9,5,2025-10-06,196.99,984.95
409,915,B0CF12FQW1,5,2026-03-03,15.35,76.75
410,621,B01N18NJSG,3,2025-11-19,5.74,17.22
411,847,B0CD3F863L,5,2025-12-25,54.11,270.55
412,663,B0CFF2T5LW,3,2026-03-08,11.9,35.7
413,329,B0BSF4P5BB,1,2025-05-08,5.99,5.99
414,170,B07L9834R6,2,2025-06-06,22.61,45.22
415,469,B094VPXNJH,2,2025-04-19,99.7,199.4
416,582,B01C8BCVDM,5,2026-01-16,81.18,405.90000000000003
417,477,B0CK87PDPQ,1,2026-03-10,7.17,7.17
418,325,B0CGCXSW4T,4,2025-05-24,3.01,12.04
419,176,B0BM9SDJDL,2,2025-08-17,219.7,439.4
420,346,B07VY4MK1M,5,2026-03-17,85.0,425.0
421,370,B0B7SDBGHM,4,2025-09-04,16.73,66.92
422,179,B01FBYPE6E,2,2025-03-30,6.47,12.94
423,590,B0CBS31DGH,4,2025-06-28,235.96,943.84
424,524,B00AMB6VZU,2,2026-01-12,16.99,33.98
425,26,B0C6KSZG7L,1,2026-03-20,22.4,22.4
426,398,B08CB4LG2Q,1,2025-10-06,622.99,622.99
427,426,B07DK84XTC,4,2025-08-02,19.95,79.8
428,592,B0BNXCYVFY,3,2025-08-07,6.99,20.97
429,461,B092M1MKZK,1,2025-05-19,34.59,34.59
430,149,B0CC1KKDNY,2,2025-06-20,19.1,38.2
431,370,B0BZDFT72H,5,2026-02-18,451.99,2259.95
432,896,B09HTYKZSP,3,2026-02-05,25.0,75.0
433,333,B089G1XR2F,4,2025-07-25,34.99,139.96
434,922,B0CBPHG1G4,5,2025-08-01,161.79,808.9499999999999
435,269,B0CHR5FC2D,1,2025-04-04,28.9,28.9
436,82,B09GLXBF9B,5,2025-11-05,18.99,94.94999999999999
437,441,B0BFNW8YWG,2,2025-06-03,9.99,19.98
438,409,B0BHR3Y29Y,3,2025-10-12,9.99,29.97
439,268,B0C69BH3P2,3,2025-09-14,4.99,14.97
440,853,B00793HELO,1,2025-10-06,6.69,6.69
